country,spname,year,source,Introduction_code,iso3c,Reference,
Brazil,Phytophthora sojae,1994,EPPO GD,"Present, no details",BRA,"* Costamilan LM, Clebsch CC, Moreira Soares R, Santos Seixas CD, Vieira Godoy CV, Dorrance AE (2013) Pathogenic diversity of Phytophthora sojae pathotypes from Brazil. European Journal of Plant Pathology 135(4), 845-853.------- Genetic studies on isolates collected from 6 states (Goias, Mato Grosso do Sul, Minas Gerais, Parana, Rio Grande do Sul, Santa Catarina.* Wrather, J.A.; Anderson, T.R.; Arsyad, D.M.; Gai, J.; Ploper, L.D.; Porta-Puglia, A.; Ram, H.H.; Yorinori, J.T. (1997) Soybean disease loss estimates for the top 10 soybean producing countries in 1994. Plant Disease, 81(1), 107-110.",
Brazil,Phytophthora palmivora,1980,CAB Abstracts,NA,BRA,"Campelo, A. M. F. L.; Medeiros, A. G. 1980 Morphological types of Phytophthora palmivora in Brazil. Revista Theobroma 10 141-147",
Brazil,Phytophthora capsici,1999,CAB Abstracts,NA,BRA,"Marque, J. M.; Souza, N. L. de; Kobori, R. F. 1999 Identification of mating types of isolates of Phytophthora capsici obtained from sweet pepper (Capsicum annuum) and squash (cucurbita moschata). Summa Phytopathologica 25 269-271",
Brazil,Phytophthora sojae,1994,EPPO GD,"Present, no details",BRA,"* Costamilan LM, Clebsch CC, Moreira Soares R, Santos Seixas CD, Vieira Godoy CV, Dorrance AE (2013) Pathogenic diversity of Phytophthora sojae pathotypes from Brazil. European Journal of Plant Pathology 135(4), 845-853.------- Genetic studies on isolates collected from 6 states (Goias, Mato Grosso do Sul, Minas Gerais, Parana, Rio Grande do Sul, Santa Catarina.* Wrather, J.A.; Anderson, T.R.; Arsyad, D.M.; Gai, J.; Ploper, L.D.; Porta-Puglia, A.; Ram, H.H.; Yorinori, J.T. (1997) Soybean disease loss estimates for the top 10 soybean producing countries in 1994. Plant Disease, 81(1), 107-110.",
Brazil,Phytophthora citrophthora,1991,CAB Abstracts,NA,BRA,"Pitta, G. P. B.; Souza, T. M. W. de; Feichtenberger, E. 1991 Black rot in inflorescences and leaves of Anthurium andraeanum caused by Phytophthora citrophthora. Summa Phytopathologica 17 159-163",
Brazil,Phytophthora infestans,1984,CAB Abstracts,NA,BRA,"Sinigaglia, C.; Issa, E.; Ramos, R. S.; Oliveira, D. A. 1984 Chemical control of blight (Phytophthora infestans (Mont.) de Bary) and early blight (Alternaria solani (Ell. &amp; Martin) Jones &amp; Grout.) on tomato (Lycopersicon esculentum L.). Biológico 50 119-123",
Brazil,Phytophthora capsici,2011,CAB Abstracts,NA,BRA,"Cerqueira, A. de O.; Luz, E. D. M. N.; Santos, M. V. O. dos 2011 Distribution of Phytophthora capsici in the rubber tree growing municipality in southern of Bahia, Brazil. Agrotrópica 23 65-70",
Brazil,Phytophthora nicotianae,2006,CAB Abstracts,NA,BRA,"Santos, Á. F.; Luz, E. D. M. N. 2006 Distribution of Phytophthora nicotianae and P. boehmeriae in Brazilian plantations of black wattle. Fitopatologia Brasileira 31 398-400",
Brazil,Phytophthora capsici,1950,NCBI Biosample,NA,BRA,University of TennesseeSandeshShresthaKumar: https://www.ncbi.nlm.nih.gov/biosample/7286382,
Brazil,Phytophthora infestans,2009,CAB Abstracts,NA,BRA,"Lima, M. A.; Maffia, L. A.; Barreto, R. W.; Mizubuti, E. S. G. 2009 Phytophthora infestans in a subtropical region: survival on tomato debris, temporal dynamics of airborne sporangia and alternative hosts. Plant Pathology 58 87-99",
Brazil,Phytophthora palmivora,1959,CAB Abstracts,NA,BRA,"SPENCE, J. A.  1959 The problem of Phytophthora palmivora on the Cocoa plant. Journal of the Agricultural Society of Trinidad and Tobago 59 97; 99-101; 103; 105; 107; 109-111 pp.",
Brazil,Phytophthora nicotianae,2000,CAB Abstracts,NA,BRA,"May, L. L.; Kimati, H. 2000 Phytophthora parasitica control with fungicides and effect of these products in the mycelial growth of Trichoderma. Summa Phytopathologica 26 52-57",
Brazil,Phytophthora palmivora,2016,CAB Abstracts,NA,BRA,"Oliveira, T. A. S. de; Blum, L. E. B.; Duarte, E. A. A.; Moreira, Z. P. M.; Luz, E. D. M. N. 2016 Variability of aggressiveness and virulence of Phytophthora palmivora influencing the severity of papaya fruit rot in postharvest in Bahia, Brazil. Científica (Jaboticabal) 44 185-195",
Brazil,Phytophthora capsici,2003,CAB Abstracts,NA,BRA,"Luz, E. D. M. N.; Cerqueira, A. O.; Faleiro, F. G.; Dantas Neto, A.; Matsuoka, K.; Marques, J. R. B. 2003 Genetic diversity of Phytophthora capsici isolates from different hosts based on RAPD markers, pathogenicity and morphology. Fitopatologia Brasileira 28 559-564",
Brazil,Phytophthora palmivora,1968,CAB Abstracts,NA,BRA,"ZENTMYER, G. A. 1968 Resistance of four cacao varieties to Phytophthora palmivora. Phytopathology 58 554",
Brazil,Phytophthora nicotianae,2006,CAB Abstracts,NA,BRA,"Leoni, C.; Ghini, R. 2006 Sewage sludge effect on management of Phytophthora nicotianae in citrus. Crop Protection 25 Oct-22",
Brazil,Phytophthora nicotianae,2006,CAB Abstracts,NA,BRA,"Siviero, A.; Cristofani, M.; Furtado, E. L.; Garcia, A. A. F.; Coelho, A. S. G.; Machado, M. A. 2006 Identification of QTLs associated with citrus resistance to Phytophthora gummosis. Journal of Applied Genetics 47 23-28",
Brazil,Phytophthora sojae,1994,EPPO GD,"Present, no details",BRA,"* Costamilan LM, Clebsch CC, Moreira Soares R, Santos Seixas CD, Vieira Godoy CV, Dorrance AE (2013) Pathogenic diversity of Phytophthora sojae pathotypes from Brazil. European Journal of Plant Pathology 135(4), 845-853.------- Genetic studies on isolates collected from 6 states (Goias, Mato Grosso do Sul, Minas Gerais, Parana, Rio Grande do Sul, Santa Catarina.* Wrather, J.A.; Anderson, T.R.; Arsyad, D.M.; Gai, J.; Ploper, L.D.; Porta-Puglia, A.; Ram, H.H.; Yorinori, J.T. (1997) Soybean disease loss estimates for the top 10 soybean producing countries in 1994. Plant Disease, 81(1), 107-110.",
Brazil,Phytophthora palmivora,2007,CAB Abstracts,NA,BRA,"Silva, D. M. M. H.; Bastos, C. N. 2007 Antifungal activity of essential oils of Piper species against Crinipellis perniciosa, Phytophthora palmivora and Phytophthora capsici. Fitopatologia Brasileira 32 143-145",
Brazil,Phytophthora capsici,1986,CAB Abstracts,NA,BRA,"Feitosa, M. I.; Pimentel, C. P. V.; Oliveira, V. P. de; Chiba, S.; Faria, B.; Coral, F. J. 1986 Pathogenicity of Phytophthora capsici Leonian to cocoa (Theobroma cacao L.) pods in the State of São Paulo. Arquivos do Instituto Biológico, São Paulo 53 15-22",
Brazil,Phytophthora nicotianae,2004,CAB Abstracts,NA,BRA,"Muniz, M. de F. S.; Queiroz, F. M.; Menezes, M. 2004 Characterization of Phytophthora isolates pathogenic to Citrus sinensis in the State of Alagoas, Brazil. Fitopatologia Brasileira 29 201-204",
Brazil,Phytophthora estuarina,NA,Index fungorum: http://www.indexfungorum.org,NA,BRA,"Index Fungorum Partnership (2018), http://www.indexfungorum.org/names/indexfungorumpartnership.htm",
Brazil,Phytophthora nicotianae,2004,CAB Abstracts,NA,BRA,"Fischer, I. H.; Martins, M. C.; Lourenço, S. A.; Abreu, F. M. de 2004 Occurrence of Phytophthora parasitica in peace lily in Brazil. Fitopatologia Brasileira 29 690",
Brazil,Phytophthora tropicalis,2015,CAB Abstracts,NA,BRA, 2015 Phytophthora tropicalis. [Distribution map]. Distribution Maps of Plant Diseases NA Map 1179 (Edition 1),
Brazil,Phytophthora nicotianae,1951,CAB Abstracts,NA,BRA,"CAMPACCI, C. A. 1951 The occurrence of Phytophthora parasitica on papaws. Biologico 17 142-3",
Brazil,Phytophthora palmivora,1968,CAB Abstracts,NA,BRA,"ALBUQUERQUE, F. C. 1968 Piper colubrium, resistant to diseases caused by Phytophthora palmivora and Fusarium solani f. piperi, as a rootstock for Piper nigrum. Pesquisa Agropecuaria Brasileira 3 141-5",
Brazil,Phytophthora capsici,1990,EPPO GD,"Present, no details",BRA,EPPO. (2018). EPPO global database. https://gd.eppo.int/,
Brazil,Phytophthora capsici,2007,CAB Abstracts,NA,BRA,"Silva, D. M. M. H.; Bastos, C. N. 2007 Antifungal activity of essential oils of Piper species against Crinipellis perniciosa, Phytophthora palmivora and Phytophthora capsici. Fitopatologia Brasileira 32 143-145",
Brazil,Phytophthora infestans,2007,CAB Abstracts,NA,BRA,"Cavalheiro, A. A.; Galli, M. A.; Paradela, A. L.; Mancine, J. M.; Braido, B.; Gimenes, M. 2007 Efficiency of fungicides fenamidone+propamocarb and fluopicolide+propamocarb for control of late blight (Phytophthora infestans) in potato (Solanum tuberosum). Ecossistema 32 41-45",
Brazil,Phytophthora palmivora,1968,CAB Abstracts,NA,BRA,"ZENTMYER, G. A. 1968 Resistance of four cacao varieties to Phytophthora palmivora. Phytopathology 58 554 p",
Brazil,Phytophthora palmivora,1973,CAB Abstracts,NA,BRA,"Rocha, H. M.; Machado, A. D. 1973 The influence of light, temperature and relative humidity of the sporulation of Phytophthora palmivora on cacao pods. Revista Theobroma 3 22-25",
Brazil,Phytophthora capsici,1984,CAB Abstracts,NA,BRA,"Matsuoka, K.; Casali, V. W. D.; Saraiva, T. R. C. B. 1984 Sources of resistance to Phytophthora capsici in Capsicum annuum. Fitopatologia Brasileira 9 193-201",
Brazil,Phytophthora cinnamomi,1969,CAB Abstracts,NA,BRA,"Bakaric, M. 1969 New hosts of Phytophthora cinnamomi in the Parana delta. Delta del Parana 9 916-6.",
Brazil,Phytophthora rhizophorae,NA,Index fungorum: http://www.indexfungorum.org,NA,BRA,"Index Fungorum Partnership (2018), http://www.indexfungorum.org/names/indexfungorumpartnership.htm",
Brazil,Phytophthora nicotianae,2003,CAB Abstracts,NA,BRA,"Medina Filho, H. P.; Bordignon, R.; Siqueira, W. J.; Feichtenberger, E.; Carvalho, M. R. T.; Teófilo Sobrinho, J. 2003 Resistance of citrus rootstock clones and hybrids to trunk gummosis caused by Phytophthora parasitica. Fitopatologia Brasileira 28 534-540",
Brazil,Phytophthora megasperma,1981,CAB Abstracts,NA,BRA,"Campos, V. P.; Schmitt, D. P. 1981 Histological analysis of the Phytophthora root and stem rot disease of soybean. Fitopatologia Brasileira 6 229-236",
Brazil,Phytophthora cinnamomi,1991,EPPO GD,"Present, no details",BRA,EPPO. (2018). EPPO global database. https://gd.eppo.int/,
Brazil,Phytophthora palmivora,2016,CAB Abstracts,NA,BRA,"Tavares, G. M.; Luz, E. D. M. N.; Silva, S. D. V. M.; Santos, T. R.; Magalhães, D. M. A. 2016 Phytophthora palmivora in soils of papaya plantations in the South of Bahia. Agrotrópica 28 213-220",
Brazil,Phytophthora nicotianae,1964,CAB Abstracts,NA,BRA,"Waterhouse, G. M.; Waterston, J. M. 1964 Phytophthora nicotianae var. nicotianae. [Descriptions of Fungi and Bacteria]. IMI Descriptions of Fungi and Bacteria NA Sheet 34",
Brazil,Phytophthora hibernalis,1998,EPPO GD,"Present, no details",BRA,"* Farr DF, Rossman AY, Palm ME, McCray EB. Fungal Databases, Systematic Mycology and Microbiology Laboratory, ARS, USDA. http://nt.ars-grin.gov/fungaldatabases/* Mendes MAS, da Silva VL, Dianese JC et al. 1998. Fungos em Plants no Brasil. Embrapa-SPI/Embrapa-Cenargen, Brasilia, 555 pp.",
Brazil,Phytophthora palmivora,1967,CAB Abstracts,NA,BRA,"MEDEIROS, A. G. 1967 Methodology of research to study resistance of cacao to Phytophthora palmivora (Butl.) Butl. Proceedings. Conf. int. Rech. agron. cacao., Abidjan, 1965 NA 205-11",
Brazil,Phytophthora infestans,1990,CAB Abstracts,NA,BRA,"Reifschneider, F. J. B.; Castro, C.; Brune, S.; Lopes, C. A.; Buso, J. A. 1990 Evaluation of the resistance of potato germplasm to Alternaria solani and to Phytophthora infestans in Brazil. Avances en el mejoramiento genético de la papa en los países del cono sur. NA 169-171",
Brazil,Phytophthora glovera,2011,CAB Abstracts,NA,BRA,"Abad, Z. G.; Ivors, K. L.; Gallup, C. A.; Abad, J. A.; Shew, H. D. 2011 Morphological and molecular characterization of Phytophthora glovera sp. nov. from tobacco in Brazil. Mycologia 103 341-350",
Brazil,Phytophthora cinnamomi,1991,EPPO GD,"Present, no details",BRA,EPPO. (2018). EPPO global database. https://gd.eppo.int/,
Brazil,Phytophthora infestans,2013,CAB Abstracts,NA,BRA,"Santana, F. M.; Gomes, C. B.; Rombaldi, C.; Bianchi, V. J.; Reis, A. 2013 Characterization of Phytophthora infestans populations of southern Brazil in 2004 and 2005. Phytoparasitica 41 557-568",
Brazil,Phytophthora nicotianae,2005,CAB Abstracts,NA,BRA,"Santos, Á. F. dos; Luz, E. D. M. N.; Souza, J. T. de 2005 Phytophthora nicotianae: causal agent of gummosis of black wattle in Brazil. Fitopatologia Brasileira 30 81-84",
Brazil,Phytophthora nicotianae,2004,CAB Abstracts,NA,BRA,"Viana, F. M. P.; Freire, F. C. O.; Araújo, J. R. G.; Pessoa, M. N. G. 2004 Influence of scion variety on the incidence of Phytophthora gummosis in Rangpur lime rootstock in the State of Piauí, Brazil. Fitopatologia Brasileira 29 103",
Brazil,Phytophthora infestans,1970,CAB Abstracts,NA,BRA,"GALLI, J.; DOSTA, D. M. DA; LIBERAL, M. T.; LUZZARDI, G. C.; TYLER, K. B.; CASTRO, F. S. DE. 1970 Experiment on the control of Phytophthora infestans under the conditions of Pelotas and São Lourenco do Sul, in Rio Grande do Sul. Pesquisa Agropecuaria Brasileira 5 321-325",
Brazil,Phytophthora palmivora,2014,CAB Abstracts,NA,BRA,"Santos, M. V. O. dos; Luz, E. D. M. N. 2014 Phytophthora palmivora in the rhizosphere of agricultural crops in the south of Bahia. Agrotrópica 26 203-206",
Brazil,Phytophthora nicotianae,2011,CAB Abstracts,NA,BRA,"Santos, M. V. O. dos; Luz, E. D. M. N. 2011 Phytophthora nicotianae in the rhizosphere of tomato and eggplant in Southeast Bahia. Summa Phytopathologica 37 153",
Brazil,Phytophthora capsici,1982,CAB Abstracts,NA,BRA,"Rego, A. M.; Reifschneider, F. J. B. 1982 Survey of compatibility types of Phytophthora capsici Leonian isolates from pumpkin (Cucurbita maxima Duch. X Cucurbita moschata Duch.), and hot and sweet peppers (Capsicum annuum L.). Fitopatologia Brasileira 7 55-61",
Brazil,Phytophthora nicotianae,2014,CAB Abstracts,NA,BRA,"Martins, M. V. V.; Freire, F. das C. de O.; Luz, E. D. M. N.; Santos, M. V. O. dos; Araújo, F. S. A.; Cordeiro, I. M. 2014 Occurrence of Phytophthora nicotianae in Lilium speciosum in Brazil. Summa Phytopathologica 40 383",
Brazil,Phytophthora cinnamomi,2011,CAB Abstracts,NA,BRA,"Santos, Á. F. dos; Tessmann, D. J.; Alves, T. C. A.; Vida, J. B.; Harakava, R. 2011 Root and crown rot of Brazilian pine (Araucaria angustifolia) caused by Phytophthora cinnamomi. Journal of Phytopathology 159 194-196",
Brazil,Phytophthora palmivora,2010,CAB Abstracts,NA,BRA,"Dianese, A. C.; Blum, L. E. B.; Dutra, J. B.; Freitas, L. F. de; Lopes, L. F.; Sena, M. C. de; Lima, L. de; Yamanishi, O. K.; Martins, D. M. S. 2010 Reaction of papaya (Carica papaya) genotypes to foot rot caused by Phytophthora palmivora. Acta Horticulturae NA 249-255",
Brazil,Phytophthora nicotianae,2016,CAB Abstracts,NA,BRA,"Costa, J. F. de O.; Assunção, I. P.; Lima, G. S. de A.; Muniz, M. de F. S.; Luz, E. D. M. N. 2016 First report of Phytophthora nicotianae causing root rot of soursop in Northeastern Brazil. Revista Brasileira de Fruticultura 38 e-048",
Brazil,Phytophthora sojae,1996,CAB Abstracts,NA,BRA,"Costamilan, L. M.; Bonato, E. R.; Urben, A. F.; Matsouka, K.; Vanetti, C. A. 1996 Occurrence of Phytophthora sojae in Brazil. Fitopatologia Brasileira 21 395",
Brazil,Phytophthora tropicalis,2006,CAB Abstracts,NA,BRA,"Cerqueira, A. O.; Luz, E. D. M. N.; Souza, J. T. de 2006 First record of Phytophthora tropicalis causing leaf blight and fruit rot on breadfruit in Brazil. Plant Pathology 55 296",
Brazil,Phytophthora nicotianae,2011,CAB Abstracts,NA,BRA,"Santos, M. V. O. dos; Luz, E. D. M. N.; Souza, J. T. de 2011 First record of Phytophthora nicotianae causing leaf blight on Dracaena sanderiana. New Disease Reports 24 Article 28",
Brazil,Phytophthora capsici,1993,CAB Abstracts,NA,BRA,"Boiteux, L. S.; Cupertino, F. P.; Reifschneider, F. J. B. 1993 Capsicum chinense PI 159236: a source of resistance to Phytophthora capsici and tomato spotted wilt virus (TSWV). Capsicum &amp; Eggplant Newsletter NA 76",
Brazil,Phytophthora citrophthora,1994,CAB Abstracts,NA,BRA,"Mchau, G. R. A.; Coffey, M. D. 1994 An integrated study of morphological and isozyme patterns found within a worldwide collection of Phytophthora citrophthora and a redescription of the species. Mycological Research 98 1291-1299",
Brazil,Phytophthora palmivora,1998,CAB Abstracts,NA,BRA,"Benchimol, R. L.; Albuquerque, F. C. de; Müller, C. H. 1998 Basal rot in peach palm (Bactris gasipaes H.B.K.), caused by Phytophthora palmivora. Fitopatologia Brasileira 23 184",
Brazil,Phytophthora cinnamomi,2014,CAB Abstracts,NA,BRA,"Santos, M. V. O. dos; Araújo, D. C. S. de; Magalhães, D. M. A.; Silva, S. D. V. M.; Paim, M. C. A.; Luz, E. D. M. N. 2014 Phytophthora cinnamomi in the rhizosphere of agricultural crops in southern Bahia. Summa Phytopathologica 40 92",
Brazil,Phytophthora capsici,2002,CAB Abstracts,NA,BRA,"Marque, J. M.; Souza, N. L.; Cutolo Filho, A. A. 2002 Effect of soil solarization on the survival of Phytophthora capsici in plastic green house. Fitopatologia Brasileira 27 42-47",
Brazil,Phytophthora cinnamomi,1991,EPPO GD,"Present, no details",BRA,EPPO. (2018). EPPO global database. https://gd.eppo.int/,
Brazil,Phytophthora nicotianae,2016,CAB Abstracts,NA,BRA,"Chagas, H. A.; Firmino, A. C.; Bueno, C. J.; Santos, M. V. O. dos; Luz, E. D. M. N.; Furtado, E. L.; Zanotto, M. D. 2016 Phytophthora nicotianae occurrence in castor bean (Ricinus communis) in Brazil. Summa Phytopathologica 42 188-189",
Brazil,Phytophthora palmivora,1974,CAB Abstracts,NA,BRA,"Rocha, H. M. 1974 Second American Regional Meeting of the Phytophthora palmivora group, Guayaquil, Ecuador, June 8-23, 1973. Revista Theobroma 4 45, 49",
Brazil,Phytophthora capsici,1990,EPPO GD,"Present, restricted distribution",BRA,EPPO. (2018). EPPO global database. https://gd.eppo.int/,
